Time,Data,Average,SD
 13:55:14   ,661.0,501.3,100.89
 13:55:17   ,883.0,527.6,146.18
 13:55:20   ,771.0,521.9,125.68
 13:55:23   ,276.0,516.3,167.44
 13:55:26   ,628.0,560.8,159.38
 13:55:29   ,369.0,514.5,184.24
 13:55:32   ,810.0,576.9,193.57
 13:55:35   ,490.0,537.3,183.87
 13:55:38   ,432.0,572.6,197.41
 13:55:41   ,417.0,581.0,191.64
 13:55:44   ,513.0,583.3,190.1
 13:55:47   ,362.0,543.8,202.84
 13:55:50   ,792.0,549.8,180.42
 13:55:53   ,723.0,502.0,161.35
 13:55:56   ,407.0,522.0,157.97
 13:55:59   ,853.0,576.1,185.95
 13:56:02   ,269.0,521.5,178.69
 13:56:05   ,770.0,575.9,177.3
 13:56:08   ,636.0,540.4,188.28
 13:56:11   ,434.0,554.0,198.95
 13:56:14   ,662.0,598.7,190.01
 13:56:17   ,555.0,580.1,193.72
 13:56:20   ,844.0,639.0,192.02
 13:56:23   ,796.0,610.5,180.8
 13:56:26   ,772.0,620.2,189.6
 13:56:29   ,603.0,642.2,178.14
 13:56:32   ,770.0,650.8,174.3
 13:56:35   ,303.0,637.5,162.88
 13:56:38   ,560.0,663.2,123.62
 13:56:41   ,806.0,654.5,170.53
 13:56:44   ,711.0,657.6,152.07
 13:56:47   ,541.0,655.0,162.46
 13:56:50   ,593.0,675.8,156.08
 13:56:53   ,652.0,651.4,148.74
 13:56:56   ,688.0,634.7,142.23
 13:56:59   ,653.0,619.2,133.73
 13:57:02   ,405.0,602.9,150.13
 13:57:05   ,408.0,591.5,140.53
 13:57:08   ,668.0,627.7,103.98
 13:57:11   ,241.0,569.8,163.15
 13:57:14   ,675.0,599.4,106.88
 13:57:17   ,675.0,552.4,144.27
 13:57:20   ,670.0,565.3,148.39
 13:57:23   ,829.0,589.4,168.59
 13:57:26   ,831.0,591.4,169.62
 13:57:29   ,361.0,558.5,178.8
 13:57:32   ,652.0,605.4,182.42
 13:57:35   ,602.0,596.0,186.89
 13:57:38   ,521.0,612.3,178.89
 13:57:41   ,357.0,589.3,191.98
 13:57:44   ,359.0,617.5,155.9
 13:57:47   ,583.0,608.1,155.27
 13:57:50   ,349.0,553.1,183.0
 13:57:53   ,606.0,570.1,167.45
 13:57:56   ,712.0,532.7,163.43
 13:57:59   ,467.0,485.7,115.57
 13:58:02   ,483.0,522.4,124.67
 13:58:05   ,909.0,546.5,168.46
 13:58:08   ,877.0,531.4,161.33
 13:58:11   ,622.0,544.7,170.22
 13:58:14   ,581.0,592.6,183.67
 13:58:17   ,648.0,625.6,166.04
 13:58:20   ,214.0,582.0,206.34
 13:58:23   ,810.0,671.5,145.7
 13:58:26   ,768.0,628.1,197.13
 13:58:29   ,764.0,637.5,203.14
 13:58:32   ,725.0,663.7,196.32
 13:58:35   ,809.0,700.2,191.53
 13:58:38   ,516.0,652.5,179.78
 13:58:41   ,791.0,673.2,171.34
 13:58:44   ,336.0,617.1,195.96
 13:58:47   ,319.0,636.4,204.71
 13:58:50   ,741.0,647.4,204.49
 13:58:53   ,824.0,666.2,188.96
 13:58:56   ,758.0,652.7,179.91
 13:58:59   ,371.0,619.6,199.26
 13:59:02   ,754.0,657.3,183.69
 13:59:05   ,462.0,592.7,200.46
 13:59:08   ,645.0,605.5,191.07
 13:59:11   ,876.0,623.2,211.22
 13:59:14   ,737.0,594.7,189.58
 13:59:17   ,714.0,646.4,184.08
 13:59:20   ,832.0,700.0,155.25
 13:59:23   ,700.0,684.1,148.18
 13:59:26   ,668.0,681.7,148.94
 13:59:29   ,671.0,676.2,146.96
 13:59:32   ,763.0,715.1,107.36
 13:59:35   ,747.0,705.2,106.51
 13:59:38   ,357.0,696.3,132.79
 13:59:41   ,565.0,727.3,82.93
 13:59:44   ,809.0,699.8,125.12
 13:59:47   ,737.0,675.4,125.24
 13:59:50   ,444.0,655.6,148.0
 13:59:53   ,818.0,683.5,129.76
 13:59:56   ,813.0,657.4,147.42
 13:59:59   ,238.0,614.9,194.07
 14:00:02   ,441.0,649.4,170.0
 14:00:05   ,776.0,630.4,203.55
 14:00:08   ,778.0,600.0,206.87
 14:00:11   ,789.0,643.0,196.33
 14:00:14   ,665.0,651.9,193.9
 14:00:17   ,844.0,667.8,201.07
 14:00:20   ,818.0,658.0,197.5
 14:00:23   ,287.0,644.9,221.17
 14:00:26   ,533.0,669.5,191.72
 14:00:29   ,837.0,647.3,223.1
 14:00:32   ,356.0,628.7,197.16
 14:00:35   ,592.0,691.9,168.49
 14:00:38   ,673.0,658.0,191.97
 14:00:41   ,638.0,635.9,188.09
 14:00:44   ,461.0,606.6,188.08
 14:00:47   ,519.0,609.7,183.76
 14:00:50   ,270.0,546.5,192.9
 14:00:53   ,416.0,531.2,154.08
 14:00:56   ,820.0,569.9,173.54
 14:00:59   ,789.0,555.1,175.14
 14:01:02   ,525.0,527.0,153.54
 14:01:05   ,900.0,607.8,186.81
 14:01:08   ,411.0,552.2,166.74
 14:01:11   ,260.0,559.8,211.96
 14:01:14   ,519.0,563.0,194.16
